Pupils,Girls,Boys,Gross_salary_year,Total_Teachers,Total_Teaching_Assistants ,Non_classroom_based_support,Full_Time_Teachers,Pupil_Teacher_Ratio,Grammer_score_AVERAGE,Math_score_AVERAGE,Reading_score_AVERAGE,School_Phase
228,46.5,53.5,48065,15,3,5,14.4,15.8,105,105,106,Secondary
300,44,56,40537,20,8,8,19,15.8,109,103,103,Primary
443,47.9,52.1,42359,18,40,11,17.6,25.2,108,105,101,Primary
708,48.6,51.4,41275,37,40,14,35.8,19.8,108,106,107,Primary
723,48.5,51.5,42047,44,42,11,39.8,18.2,105,104,105,Primary
219,55.3,44.7,41463,18,5,3,14.7,14.9,107,105,105,Primary
298,37.6,62.4,40014,21,1,7,21,14.2,108,106,106,16 plus
482,36.7,63.3,45020,18,3,10,18,26.8,108,108,108,Secondary
160,46.9,53.1,45376,12,3,1,10.8,14.9,105,102,105,Secondary
1656,46.6,53.4,43709,117,19,54,114.6,14.4,107,104,107,All through
1421,100,0,51182,98,14,36,91,15.6,107,104,106,Secondary
636,46.2,53.8,39474,38,36,11,35.5,17.5,112,107,109,Primary
244,50.4,49.6,41501,18,16,13,17.6,13.5,104,103,103,Primary
491,51.3,48.7,47726,32,27,8,27.3,17.4,105,106,104,Primary
1053,0.2,99.8,42184,85,14,21,85,12.4,104,102,101,Secondary
229,80.8,19.2,55119,22,1,9,21.6,10.6,102,101,103,Secondary
351,52.4,47.6,43776,19,21,3,17.5,20.1,106,103,104,Primary
211,47.4,52.6,42494,13,15,3,13,16.2,105,104,103,Primary
457,51.6,48.4,44407,25,13,7,23.7,19.3,105,105,104,Primary
240,52.5,47.5,51146,14,14,8,13.3,18,104,99,106,Primary
210,56.2,43.8,45349,12,8,4,11.4,18.4,97,96,100,Primary
228,46.5,53.5,46209,12,11,3,11.2,20.4,109,109,107,Primary
418,50.5,49.5,45129,25,32,14,22.4,18.6,108,108,108,Primary
345,49.6,50.4,49714,20,20,10,17.8,19,110,110,110,Primary
332,48.2,51.8,44542,18,12,10,17,19.5,108,108,105,Primary
435,50.1,49.9,47787,23,13,8,20,21.8,109,106,103,Primary
410,51.5,48.5,44809,25,16,12,24.6,16.7,107,107,104,Primary
226,51.3,48.7,44494,13,9,7,11.3,20,108,110,107,Primary
620,46.6,53.4,42367,31,28,7,28.5,21.7,108,105,105,Primary
237,45.6,54.4,40386,13,10,5,12.6,18.8,107,107,105,Primary
206,50,50,46958,12,9,5,10.5,19.7,109,105,105,Primary
384,50.5,49.5,39627,21,16,6,20.4,18.8,106,105,107,Primary
215,47,53,46990,12,14,5,9.7,22.2,110,108,108,Primary
226,50.4,49.6,44306,16,20,4,14,15.8,104,103,103,Primary
207,59.4,40.6,42949,10,14,6,8.9,23.3,104,104,103,Primary
415,50.8,49.2,48171,20,20,5,18.2,22.8,105,103,103,Primary
229,50.7,49.3,47563,9,5,5,8.4,27.3,103,102,102,Primary
298,53.4,46.6,43939,18,20,4,16.2,18.3,107,105,105,Primary
258,56.2,43.8,42136,12,6,5,11.1,23.3,105,103,102,Primary
1296,48.3,51.7,43053,99,16,22,97.8,13.2,111,108,106,All through
812,58.4,41.6,46620,52,11,27,45.7,17.8,110,105,104,16 plus
452,52.2,47.8,45240,26,21,8,22.9,19.1,108,108,106,Primary
228,44.7,55.3,46534,17,9,11,15.1,14.8,102,101,99,Primary
846,45.6,54.4,42154,30,4,16,30,28.2,109,109,110,Secondary
853,49.8,50.2,46081,56,5,16,56,15.2,110,107,107,Secondary
1324,5.7,94.3,43049,124,14,22,90,14.7,110,106,107,Secondary
209,51.2,48.8,35393,12,11,5,11.4,18.3,98,100,97,Primary
1046,99.8,0.2,49659,54,4,25,52.1,20.1,109,107,107,Secondary
758,100,0,45566,62,6,15,56.9,13.3,105,103,103,Secondary
212,47.2,52.8,40045,13,7,4,12.6,16.8,108,106,106,Primary
367,2.2,97.8,51212,34,11,19,32.6,11.3,100,100,98,Secondary
626,100,0,49592,44,7,22,43.6,14.4,108,105,108,Secondary
360,51.1,48.9,40947,19,13,3,17,21.2,105,102,104,Primary
276,56.9,43.1,40415,20,7,5,19.6,14.1,108,108,105,Primary
59,44.1,55.9,,,,,,,108,105,104,Primary
150,43.3,56.7,46444,10,5,3,7,21.5,106,106,105,Primary
545,0,100,48223,41,6,10,41,13.3,105,105,104,Secondary
472,46.4,53.6,43675,37,1,14,36,13.1,101,100,101,Secondary
193,52.3,47.7,42781,12,3,3,11.6,16.6,108,104,105,Primary
212,49.5,50.5,,,,,,,101,102,101,Primary
243,46.5,53.5,45595,16,8,5,14.4,16.6,106,105,103,Primary
24,45.8,54.2,52612,7,3,2,6.7,3.6,110,108,107,16 plus
409,45.5,54.5,48610,41,7,20,40.2,10.2,102,103,101,Secondary
217,52.1,47.9,40269,13,10,8,13,16.2,112,111,110,Primary
295,51.2,48.8,40723,22,21,11,20,14.8,112,107,108,Primary
243,50.2,49.8,47085,13,19,4,12.1,20,98,98,98,Primary
500,49.2,50.8,36906,26,13,25,24.8,19,108,105,105,Primary
172,54.1,45.9,40106,11,4,6,10,16.6,104,104,103,Primary
303,49.8,50.2,44832,17,15,6,16.9,17.3,103,102,103,Primary
447,50.3,49.7,38169,25,18,11,22.4,18.6,105,105,104,Primary
234,47.4,52.6,48441,15,11,6,14,16.4,106,104,103,Primary
500,51.6,48.4,45387,30,36,15,27,17.6,109,105,105,Primary
322,45.7,54.3,44718,20,14,6,18.3,17.4,107,106,106,Primary
387,48.1,51.9,40248,17,15,21,17,21.3,105,107,104,Primary
420,50,50,46156,32,26,6,29.2,14.2,106,104,101,Primary
359,49.6,50.4,45823,18,12,18,16.4,20.4,105,106,103,Primary
354,49.2,50.8,43242,22,16,16,18.6,17.8,109,107,108,Primary
252,50.4,49.6,47870,13,12,15,12.6,18.3,107,103,103,Primary
468,51.3,48.7,43816,21,21,6,21,21.8,105,104,102,Primary
215,47.4,52.6,41160,13,15,7,12.6,16.2,110,108,106,Primary
256,40.2,59.8,44423,17,7,8,14.9,15.8,106,104,106,Primary
461,47.7,52.3,42291,23,16,4,20.2,22.6,108,105,105,Primary
338,48.8,51.2,44727,20,12,11,17.3,19,112,106,112,Primary
365,50.7,49.3,40877,18,15,18,17.7,19.4,109,108,109,Primary
437,45.3,54.7,41440,24,17,9,21.5,19.9,107,105,106,Primary
434,50,50,45702,18,15,28,16.8,25.3,105,104,103,Primary
473,50.1,49.9,47311,24,20,6,23.4,19.5,108,109,109,Primary
308,53.9,46.1,44343,16,17,4,15.6,19.4,107,108,107,Primary
202,48,52,38240,10,9,13,10,19.9,108,105,106,Primary
209,49.3,50.7,42707,11,11,3,10.2,19.6,109,105,108,Primary
468,51.1,48.9,42967,24,13,11,23.4,19.9,103,104,102,Primary
183,45.9,54.1,45348,12,9,5,11.5,16,109,108,107,Primary
232,49.6,50.4,46361,14,14,5,12.3,18.3,105,107,102,Primary
244,48.4,51.6,41384,13,16,4,12.2,18.6,110,110,110,Primary
199,56.3,43.7,44709,12,10,1,11.2,17.8,108,108,106,Primary
216,54.2,45.8,45788,11,6,5,11,19.4,106,102,107,Primary
189,48.7,51.3,46461,10,8,7,9.4,20.1,105,106,109,Primary
437,47.8,52.2,45851,21,16,8,20.9,20.6,0,0,0,Primary
335,50.4,49.6,43207,18,15,6,17.6,18.8,110,107,105,Primary
193,50.8,49.2,45235,10,10,5,10,18.4,108,106,103,Primary
631,36.3,63.7,50195,50,12,16,49.7,12.7,104,102,99,Secondary
773,99.7,0.3,46979,65,8,11,62.6,12.3,108,106,107,Secondary
894,100,0,51263,65,6,24,61,14.7,109,107,106,Secondary
978,3.6,96.4,45637,74,6,12,72.2,13.5,102,99,98,Secondary
969,2.3,97.7,49517,78,6,14,71.9,13.5,,,,Secondary
409,48.7,51.3,44794,26,17,8,23.9,16.1,104,102,102,Primary
429,53.1,46.9,40059,25,20,9,24.3,16.7,105,100,99,Primary
647,41.3,58.7,45383,46,15,19,44,14.7,108,104,107,Secondary
407,51.6,48.4,37501,21,14,4,21,19,106,106,107,Primary
313,49.2,50.8,37513,23,17,7,22.8,13.4,105,104,105,Primary
454,48.2,51.8,46366,23,18,6,21.2,21.2,109,106,107,Primary
505,50.1,49.9,38273,27,11,18,25.9,18.4,108,106,108,Primary
1312,48.4,51.6,42343,96,27,35,92.8,14.1,106,110,108,All through
801,45.7,54.3,43554,51,14,21,50,16,106,104,101,Secondary
331,49.8,50.2,44134,19,14,11,17.2,18.9,109,107,107,Primary
449,48.3,51.7,48753,26,18,6,21.7,20.7,106,103,103,Primary
50,26,74,44188,8,0,6,6.4,7.8,109,107,107,16 plus
273,43.2,56.8,32506,19,8,13,17,16.1,104,101,102,Primary
64,64.1,35.9,46463,4,6,4,4,16,104,104,104,Primary
411,72.3,27.7,47914,33,3,14,32.4,12.7,108,107,106,Secondary
138,52.9,47.1,47754,5,3,2,5,27.6,111,109,112,Primary
1085,33.6,66.4,36602,83,14,22,81.1,13.4,105,101,106,Secondary
241,46.5,53.5,43199,11,16,5,10.8,20.6,112,108,109,Primary
223,46.2,53.8,43566,13,17,2,12.2,18.3,107,99,108,Primary
372,51.3,48.7,39168,30,28,6,28.3,12.8,106,103,105,Primary
323,39.6,60.4,45436,17,20,6,16.6,19.5,105,105,104,Primary
437,52.2,47.8,43083,31,26,9,27,16.2,0,0,0,Primary
441,49,51,42795,28,26,12,26.7,16.4,109,104,106,Primary
372,49.5,50.5,44419,29,25,7,25.4,14.6,104,104,105,Primary
374,45.5,54.5,42648,25,33,3,22.6,16.5,109,106,104,Primary
365,45.8,54.2,47500,21,17,10,20.1,18.1,104,102,103,Primary
198,40.9,59.1,41759,15,14,8,14.9,13.1,106,102,102,Primary
349,45.6,54.4,47026,24,20,5,22.4,15.6,112,105,108,Primary
235,49.8,50.2,43644,16,14,4,14.7,16,109,105,107,Primary
207,57.5,42.5,44744,14,13,3,12.1,17.1,98,98,98,Primary
219,46.1,53.9,46006,11,6,5,10.6,19.8,107,107,107,Primary
212,42.5,57.5,48634,15,8,3,10.4,20.5,111,108,108,Primary
232,50.4,49.6,53525,15,15,3,13.7,16.9,109,103,106,Primary
205,45.4,54.6,42300,15,12,2,15,13.7,0,0,0,Primary
207,46.9,53.1,47187,21,19,5,18.8,11,107,106,106,Primary
186,41.4,58.6,40989,12,10,6,11.4,16.2,113,111,114,Primary
226,55.8,44.2,49675,12,7,10,11.6,19.4,105,103,101,Primary
202,51,49,46552,12,7,2,11.2,18,107,108,106,Primary
183,52.5,47.5,45833,12,17,7,9.2,19.2,104,103,102,Primary
272,44.9,55.1,44267,20,19,4,18.6,14.6,109,106,108,Primary
234,44.4,55.6,46460,16,14,6,14.6,16,109,108,109,Primary
617,36.5,63.5,49516,41,2,21,39.8,15.5,109,105,105,Secondary
466,84.3,15.7,46134,35,12,16,34.2,13.6,102,102,101,Secondary
235,49.4,50.6,42743,14,7,7,12,18.3,107,106,106,Primary
299,48.5,51.5,47998,19,21,8,16.8,17.8,110,107,106,Primary
1129,46.3,53.7,45306,78,9,22,77,14.7,110,107,105,Secondary
382,44,56,40754,26,15,5,24.8,15.4,106,107,106,Primary
1381,52.3,47.7,40126,79,10,11,78,17.7,105,104,102,Secondary
1123,48.3,51.7,38772,102,19,29,101.6,11.1,112,109,108,Secondary
115,47,53,48268,8,6,1,4.6,24.9,106,105,108,Primary
994,15.8,84.2,43938,108,5,20,79.3,12.5,110,109,107,Secondary
470,50.6,49.4,40484,22,20,11,20.7,21.5,110,107,107,Primary
321,46.7,53.3,37398,16,18,4,15.5,19.6,111,106,109,Primary
194,54.1,45.9,51302,9,4,8,7.9,24,109,105,106,Primary
442,49.5,50.5,41799,22,15,10,20.4,19.7,106,104,107,Primary
439,49.4,50.6,37353,21,18,4,19.7,21.6,105,104,102,Primary
327,46.5,53.5,36185,21,8,1,19.2,17,110,110,106,Primary
776,47.9,52.1,41336,43,24,6,41.2,18.8,108,107,106,Primary
671,48.1,51.9,42681,33,30,33,30.5,20.3,107,108,108,Primary
986,51,49,38639,45,41,9,43.4,21.8,105,104,103,Primary
950,50.5,49.5,43612,40,33,25,34,26.8,104,105,105,Primary
679,48.3,51.7,41299,27,27,13,25.4,25.8,108,107,107,Primary
680,50.6,49.4,44693,35,27,11,30.5,21.7,104,105,105,Primary
410,49.5,50.5,42346,24,25,3,21.2,17.6,104,107,104,Primary
322,46.9,53.1,40052,14,15,5,12.4,22.3,112,111,110,Primary
306,51.3,48.7,45311,14,7,7,13.2,22.3,105,105,104,Primary
485,46.2,53.8,32511,28,6,5,25.5,19,110,108,107,Primary
382,48.4,51.6,39519,19,16,5,16.3,21.4,103,103,102,Primary
350,47.4,52.6,40708,26,28,9,23.6,14.8,101,102,100,Primary
326,52.1,47.9,44308,22,30,4,17,18,105,103,104,Primary
623,48.5,51.5,37876,26,22,11,23.8,25.4,111,107,107,Primary
227,50.7,49.3,42828,12,8,3,9.5,22.8,109,107,106,Primary
268,50.4,49.6,42930,14,13,4,13.6,19.7,105,102,99,Primary
284,49.6,50.4,41627,18,13,9,15.6,17.5,101,102,101,Primary
449,45.4,54.6,37886,24,21,14,22,19.5,106,103,103,Primary
415,47,53,36002,19,15,12,18.7,21.7,,,,Primary
237,47.3,52.7,38305,12,12,5,11.2,20,104,102,103,Primary
728,44.1,55.9,40083,41,37,10,36.1,19.1,107,105,104,Primary
485,48.7,51.3,38978,21,11,2,17.7,25.7,103,102,103,Primary
390,51,49,40623,18,12,4,17.4,21.7,105,104,104,Primary
221,45.7,54.3,40677,11,7,3,10.5,20.2,106,106,104,Primary
490,54.9,45.1,42524,22,16,5,19.6,24.3,107,106,106,Primary
436,51.1,48.9,37432,20,11,3,18.7,22.6,102,103,102,Primary
216,56.9,43.1,35181,13,7,3,13,15.6,108,105,105,Primary
474,47.3,52.7,41133,21,12,7,19.7,22.7,106,103,105,Primary
1788,47.8,52.2,44112,119,10,32,113.4,15.8,105,106,104,Secondary
1209,4.7,95.3,41715,78,5,18,74.6,16.2,104,102,103,Secondary
483,47,53,40751,23,28,7,22.6,20.2,103,104,102,Primary
574,50.7,49.3,41573,31,22,8,27.3,20.3,103,105,104,Primary
441,50.6,49.4,37851,18,18,7,17.4,24.4,105,104,104,Primary
282,45.7,54.3,41159,17,10,6,14.3,19.4,105,103,107,Primary
437,46.5,53.5,41379,21,13,4,18.6,23,106,105,104,Primary
692,48.6,51.4,44062,32,27,11,28.8,22.8,105,103,103,Primary
653,49.2,50.8,40900,36,23,13,32,19.3,108,106,104,Primary
730,48.4,51.6,41487,34,31,8,30.3,22.6,108,103,102,Primary
452,47.6,52.4,38645,23,17,5,20.2,21.3,102,101,100,Primary
1530,46.5,53.5,42760,105,19,31,99.3,15.4,105,105,102,Secondary
1432,47.9,52.1,44080,83,20,29,79.4,18,102,101,97,Secondary
679,48.6,51.4,38992,29,26,7,27.3,23.8,105,104,102,Primary
1020,49.1,50.9,46169,36,7,18,34.5,29.6,105,104,104,Secondary
904,47.6,52.4,45929,66,25,41,60.8,14.9,106,106,106,Secondary
1288,42.3,57.7,37921,71,11,28,67.2,19.2,113,107,108,Secondary
1075,99.4,0.6,41767,79,10,31,71.2,15.1,103,104,102,Secondary
1056,0.6,99.4,45237,66,8,24,63.6,16.6,108,106,106,Secondary
1213,48.4,51.6,47025,74,9,21,66.5,18.2,103,104,104,Secondary
867,50.1,49.9,39037,58,33,14,56.7,14.5,108,109,107,All through
1252,49.3,50.7,44752,82,13,27,78.3,16,102,103,102,Secondary
895,99.7,0.3,45565,56,13,26,51.4,17.4,109,108,107,Secondary
744,47.3,52.7,47031,52,8,19,48.6,15.3,105,106,107,Secondary
501,51.5,48.5,41116,28,13,4,25.6,19.6,107,107,105,All through
456,47.8,52.2,41877,26,6,4,23.7,19.2,110,109,109,Primary
651,48.8,51.2,37399,33,22,11,31.9,19.6,110,109,109,Primary
897,99.8,0.2,43083,69,10,21,59.6,15.1,108,108,112,Secondary
428,50.7,49.3,36944,22,14,5,20.9,19.9,105,104,106,Primary
470,48.7,51.3,40734,27,9,14,24.9,18.9,108,106,108,Primary
703,50.2,49.8,43047,32,26,9,29,22.9,109,107,106,Primary
189,31.2,68.8,41829,12,1,3,11.4,16.6,104,105,109,Secondary
239,38.5,61.5,45673,19,1,4,17.8,13.4,107,106,109,Secondary
153,43.8,56.2,44134,6,4,1,6,25.4,107,105,105,Primary
466,48.5,51.5,47492,17,9,3,16.3,27.1,108,109,109,Primary
236,0,100,44024,22,6,12,15.1,15.7,106,107,106,Secondary
686,52.3,47.7,40601,36,22,11,32.3,20.2,111,110,111,Primary
150,53.3,46.7,46484,12,1,3,10.2,14.7,105,108,107,Secondary
200,44.5,55.5,42895,12,13,4,10.6,18.2,105,105,104,Primary
197,47.7,52.3,35612,13,14,5,10.2,19.3,101,98,102,Primary
212,54.2,45.8,37910,11,11,4,8.6,24.5,109,108,109,Primary
350,52,48,37672,22,15,6,19.1,18.3,108,108,106,Primary
88,53.4,46.6,38051,5,6,4,5,17.6,0,0,0,Primary
429,44.5,55.5,40629,25,25,10,19.4,22.1,101,103,102,Primary
169,57.4,42.6,39651,11,16,5,7.6,22.2,104,103,106,Primary
404,46.3,53.7,37695,19,29,6,18.7,21.6,102,101,102,Primary
345,44.3,55.7,39744,16,16,3,14.6,21.9,103,102,103,Primary
599,50.3,49.7,37032,29,42,15,25.9,21.7,108,106,109,Primary
354,50.6,49.4,37530,18,23,6,14.2,23.2,98,101,102,Primary
264,49.6,50.4,37725,14,18,4,12.3,21.5,108,106,109,Primary
622,48.6,51.4,34337,31,27,17,26.5,23.5,100,99,101,Primary
202,50,50,35310,12,8,4,11.6,16.7,108,107,106,Primary
431,46.2,53.8,39394,24,34,7,18.7,23,109,109,109,Primary
262,49.6,50.4,29237,15,9,6,11.2,23.4,105,108,106,Primary
214,48.6,51.4,41199,11,22,6,8.2,26,103,102,102,Primary
255,50.2,49.8,32005,15,19,4,13.4,19.1,106,105,105,Primary
283,51.9,48.1,41020,18,13,5,12.9,21.9,104,102,105,Primary
171,51.5,48.5,39839,10,13,3,8.4,20.4,103,103,103,Primary
267,49.1,50.9,35420,17,33,11,12.1,22.1,109,108,110,Primary
152,46.7,53.3,38428,8,14,4,7.1,21.5,106,104,108,Primary
175,49.7,50.3,40088,9,11,4,7.1,24.8,103,105,105,Primary
213,46.9,53.1,41046,10,29,6,8.5,25,111,108,107,Primary
417,48,52,36854,24,25,9,18.7,20.5,106,106,105,Primary
265,50.9,49.1,38890,14,15,5,11.7,22.6,105,105,106,Primary
78,50,50,38574,6,5,3,4.6,16.9,100,102,104,Primary
266,48.1,51.9,40628,16,22,11,12.1,22,105,104,106,Primary
165,46.7,53.3,33683,10,12,3,8.7,19.1,106,103,106,Primary
237,47.3,52.7,40454,13,16,4,11.9,19.9,104,104,104,Primary
350,49.4,50.6,34855,19,15,2,18.2,19.2,108,107,106,Primary
268,44.8,55.2,48143,16,15,8,11.6,20.7,108,106,105,Primary
270,45.9,54.1,40709,15,27,4,10.6,25.5,104,105,106,Primary
81,45.7,54.3,39055,4,7,2,4,20.3,102,100,102,Primary
311,48.6,51.4,38052,21,22,7,13.8,22.5,105,103,104,Primary
647,51.5,48.5,35664,32,43,11,29.4,22,104,106,102,Primary
265,55.1,44.9,36981,13,14,2,11.8,22.5,109,105,108,Primary
101,47.5,52.5,37578,6,9,6,5.2,18,111,106,109,Primary
356,47.5,52.5,35584,19,24,2,16.5,21.5,103,106,103,Primary
177,49.7,50.3,36908,9,17,4,7.9,22.4,107,106,108,Primary
180,50,50,33057,7,19,3,6.6,27.4,110,107,108,Primary
250,44,56,40794,17,16,8,11.3,22.2,109,107,110,Primary
231,55,45,37934,11,22,8,9.8,22.9,106,106,107,Primary
342,48.8,51.2,38745,22,16,6,19.2,17.8,106,106,104,Primary
472,52.3,47.7,34425,24,26,11,20.5,23,114,114,115,Primary
352,51.7,48.3,36245,18,31,5,15.4,22.9,108,109,113,Primary
180,51.7,48.3,41248,8,12,4,7.3,24.6,103,103,104,Primary
200,41,59,36293,11,9,5,9.9,20.2,108,106,106,Primary
203,49.8,50.2,39694,13,18,5,8.6,23.7,100,99,100,Primary
252,50.4,49.6,38409,16,28,6,12.9,18.5,103,105,103,Primary
266,47.7,52.3,37828,15,18,6,12.1,21.9,95,91,96,Primary
444,48.9,51.1,35430,23,29,7,18.7,23.1,107,105,111,Primary
201,51.2,48.8,40004,12,17,3,9.9,20.3,111,109,108,Primary
239,53.6,46.4,34787,15,20,5,12.3,19.4,110,108,109,Primary
321,46.4,53.6,34854,13,17,5,11.9,25.3,105,104,103,Primary
82,48.8,51.2,38687,6,7,5,4.7,17.1,102,102,102,Primary
167,46.7,53.3,32974,10,8,2,8.2,20.5,106,104,104,Primary
144,43.8,56.3,32254,12,16,2,9.1,15.8,103,103,103,Primary
82,56.1,43.9,40498,5,11,5,4,20.3,107,107,105,Primary
616,49.8,50.2,32623,30,40,12,27.2,22.2,104,104,105,Primary
500,46.4,53.6,39055,25,24,7,21.5,23.2,103,100,103,Primary
589,49.4,50.6,39101,26,33,14,25.4,22.7,105,105,104,Primary
213,45.1,54.9,34079,12,10,4,9,23.8,105,102,107,Primary
81,45.7,54.3,36551,7,7,3,4.6,17.6,104,105,104,Primary
570,54.6,45.4,40176,26,20,12,24.8,21.3,110,107,109,Primary
216,47.2,52.8,37741,16,17,6,8.6,25.1,111,108,108,Primary
462,47,53,37235,27,24,10,22.3,20.7,107,105,105,Primary
205,54.6,45.4,37020,11,9,2,10.6,19.3,103,103,104,Primary
622,50.8,49.2,37154,31,34,9,28.4,21.9,107,107,107,Primary
265,58.9,41.1,35566,12,14,10,11.6,20.6,101,101,102,Primary
267,49.1,50.9,35410,17,24,8,13.6,19.6,105,104,106,Primary
267,50.6,49.4,37723,13,15,4,11.2,23.9,103,104,104,Primary
510,46.5,53.5,37916,29,36,7,25.9,19.7,102,103,103,Primary
363,51.8,48.2,38279,18,34,9,15.2,23.8,106,105,107,Primary
290,49.3,50.7,36131,19,20,7,13.8,21,104,104,104,Primary
268,52.6,47.4,38343,13,20,5,11,24.3,107,106,106,Primary
283,42,58,36335,17,17,16,14,19,108,106,105,Primary
358,48.3,51.7,40291,19,28,6,13.9,25.7,110,108,108,Primary
162,57.4,42.6,39943,9,11,8,6.6,22.7,103,106,107,Primary
177,49.7,50.3,39057,10,18,5,7.4,23.8,108,107,108,Primary
209,56.5,43.5,38549,10,12,12,8.8,21,110,109,109,Primary
414,45.7,54.3,37113,22,16,13,20.5,20.2,103,101,101,Primary
370,44.9,55.1,35874,22,31,7,21,17.6,,,,Primary
429,45.2,54.8,39042,23,28,4,18.9,22.7,109,102,107,Primary
248,46,54,38477,17,20,7,12.7,18.5,110,108,107,Primary
536,50.6,49.4,36572,28,54,8,23.9,22.4,112,108,107,Primary
292,49.3,50.7,35510,14,15,11,12.1,22,107,106,106,Primary
275,46.9,53.1,37914,16,60,13,13.7,18.7,107,104,106,Primary
443,47.9,52.1,35875,20,25,5,18.3,23.4,110,109,108,Primary
384,48.7,51.3,36987,24,23,9,20.2,18,109,109,108,Primary
520,52.5,47.5,37354,25,23,13,22.2,22.5,107,105,106,Primary
452,50.4,49.6,35991,26,53,4,21.9,19.6,114,110,111,Primary
488,45.5,54.5,39546,27,30,8,24.7,19.3,110,108,110,Primary
359,47.9,52.1,37573,21,23,7,17.5,19.6,104,104,103,Primary
176,48.3,51.7,36210,11,11,3,9.8,18,104,105,109,Primary
193,48.2,51.8,32896,11,13,5,9.6,20,109,108,110,Primary
236,49.2,50.8,42686,11,10,4,9.3,25.4,110,106,108,Primary
161,47.8,52.2,40209,11,13,3,7.4,21.8,107,105,108,Primary
378,45.8,54.2,36559,18,19,4,16.8,22.5,106,103,103,Primary
355,57.5,42.5,32733,22,11,2,17.9,19.9,104,103,107,Primary
214,54.7,45.3,39140,14,16,3,9.5,22.4,104,105,103,Primary
147,48.3,51.7,37232,9,14,3,6.2,23.7,105,105,106,Primary
87,51.7,48.3,47829,7,14,3,4.8,18,103,104,102,Primary
73,47.9,52.1,41484,6,9,4,3.8,19.2,114,107,110,Primary
432,49.1,50.9,37707,24,27,17,20.1,21.2,110,106,107,Primary
204,49.5,50.5,38397,15,13,4,10.3,19.9,110,110,110,Primary
342,52.9,47.1,35043,16,17,5,15.2,22.5,107,107,107,Primary
299,49.5,50.5,36307,15,12,2,12.2,24.5,105,102,101,Primary
211,49.8,50.2,40697,12,8,6,9.7,21.2,108,107,106,Primary
236,44.1,55.9,38545,15,14,6,13,18.1,113,108,110,Primary
269,52.8,47.2,37742,13,19,5,11.9,22.6,106,105,105,Primary
75,41.3,58.7,35645,8,7,5,5.3,14.3,108,104,105,Primary
171,43.3,56.7,39573,12,7,3,7.7,22.1,107,106,106,Primary
449,48.6,51.4,37711,30,30,8,20.9,21.4,109,106,108,Primary
471,51.4,48.6,36747,25,34,7,21.3,22.1,105,106,108,Primary
69,49.3,50.7,44495,5,6,2,3.7,18.9,101,100,102,Primary
74,50,50,40516,4,6,5,4,18.5,112,108,107,Primary
202,45.5,54.5,36543,11,13,2,9.4,21.6,111,110,110,Primary
49,36.7,63.3,34722,6,5,3,3.5,14,105,104,104,Primary
417,47.2,52.8,37598,19,15,9,17,24.5,104,103,104,Primary
278,48.2,51.8,39015,18,10,5,15.1,18.4,110,109,111,Primary
205,51.7,48.3,38908,13,27,5,8.6,23.8,107,108,108,Primary
59,50.8,49.2,32520,5,9,2,5,11.8,107,108,107,Primary
199,49.2,50.8,35290,13,18,6,9.3,21.4,112,110,109,Primary
80,53.8,46.3,32922,7,5,2,4.2,19,108,106,106,Primary
300,51,49,38945,17,10,7,15.4,19.5,104,102,103,Primary
228,45.2,54.8,35381,14,12,7,11.6,19.7,105,103,102,Primary
73,53.4,46.6,42398,4,4,7,4,18.3,104,102,100,Primary
392,53.1,46.9,36811,16,13,5,15.6,25.1,102,100,101,Primary
85,41.2,58.8,39239,6,6,5,4.6,18.3,105,107,105,Primary
83,45.8,54.2,39622,7,9,3,4.8,17.3,99,101,100,Primary
82,54.9,45.1,39193,10,10,2,7.9,9.8,104,105,107,Primary
240,47.5,52.5,36613,13,15,10,11.6,20.8,108,105,105,Primary
103,43.7,56.3,35316,6,7,2,5.2,19.8,105,106,104,Primary
97,44.3,55.7,38895,6,8,3,5.2,18.7,103,104,105,Primary
176,50,50,40596,9,15,4,7.5,23.5,104,103,101,Primary
64,45.3,54.7,26868,9,9,3,4.4,14.4,108,108,106,Primary
200,57.5,42.5,37778,10,21,15,9,22.2,105,106,105,Primary
561,50.4,49.6,37971,27,49,9,26,21.6,103,103,104,Primary
111,45.9,54.1,36135,9,11,4,5.4,20.6,104,104,104,Primary
366,49.2,50.8,32746,14,22,4,13.1,28,105,105,105,Primary
89,48.3,51.7,39404,6,5,4,4.4,20,104,104,104,Primary
90,52.2,47.8,40522,5,9,3,4.3,20.9,108,105,106,Primary
85,42.4,57.6,36156,8,7,3,6.1,14,109,106,106,Primary
351,49.9,50.1,37713,18,22,11,16,21.9,106,107,106,Primary
357,45.1,54.9,40079,16,14,6,13.8,25.8,108,107,106,Primary
208,50.5,49.5,39660,15,11,2,10.7,19.4,102,103,101,Primary
398,54.8,45.2,37247,23,20,6,16.4,24.3,107,105,104,Primary
181,52.5,47.5,36736,13,10,2,9.9,18.2,106,106,106,Primary
429,49.4,50.6,38648,25,19,4,19.7,21.7,110,107,107,Primary
420,50.2,49.8,37606,26,22,8,19.1,22,105,104,102,Primary
206,49,51,32806,11,14,4,10,20.5,105,107,107,Primary
365,52.3,47.7,35369,18,13,4,15.2,23.9,106,104,105,Primary
375,51.2,48.8,33139,23,19,5,18,20.9,113,110,108,Primary
404,46.8,53.2,38923,21,21,4,18.8,21.5,114,109,109,Primary
